trial.id	Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number	Trial_test
1418	Alley	f	old chimps	31	01/12/2018	1	9	training	r	l	i							et	3355		yes	0	
1419	Alley	f	old chimps	31	01/12/2018	1	10	training	l	l	c							et	1637		yes	0	
1420	Alley	f	old chimps	31	01/12/2018	1	11	test	r	r	c	ct	1303	cp	9	st	9195				yes	1	1
1421	Alley	f	old chimps	31	01/12/2018	1	12	training	l	l	c							et	1848		yes	0	
1422	Alley	f	old chimps	31	01/12/2018	1	13	test	l	l	c	ct	6818	cp	19	st	7603				no	0	2
1423	Alley	f	old chimps	31	01/12/2018	1	14	training	r	r	c							et	1034		yes	0	
1424	Alley	f	old chimps	31	01/12/2018	1	15	training	r	r	c							et	15362		no	0	
1425	Alley	f	old chimps	31	01/12/2018	1	16	test	l	l	c	ct	4462	cp	8	st	4581				yes	0	3
1426	Alley	f	old chimps	31	01/12/2018	1	17	training	r	r	c							et	1951		yes	0	
1427	Alley	f	old chimps	31	01/12/2018	1	18	training	l	l	c							et	709		yes	0	
1428	Alley	f	old chimps	31	01/12/2018	1	19	training	l	l	c							et	1047		no	0	
1429	Alley	f	old chimps	31	01/12/2018	1	20	test	r	r	c	ct	3710	cp	4	st	3781				yes	0	4
1430	Alley	f	old chimps	31	01/12/2018	1	21	training	l	l	c							et	1259		yes	0	
1431	Alley	f	old chimps	31	01/12/2018	1	22	training	r	r	c							et	843		yes	0	
1432	Alley	f	old chimps	31	01/12/2018	1	23	training	l	l	c							et	774		yes	0	
1433	Alley	f	old chimps	31	01/12/2018	1	24	test	r	l	i	ct	3309	cp	17	st	3487				yes	0	5
1434	Alley	f	old chimps	31	01/12/2018	1	25	training	r	l	i							et	3145		no	0	
1435	Alley	f	old chimps	31	01/12/2018	1	26	training	r	r	c							et	504		no	0	
1436	Alley	f	old chimps	31	01/12/2018	1	27	training	r	r	c							et	661		no	0	
1437	Alley	f	old chimps	31	01/12/2018	1	28	training	l	l	c							et	2106		yes	0	
1438	Alley	f	old chimps	31	01/12/2018	1	29	test	l	l	c	ct	2206	cp	14	st	5114				no	0	6
1439	Alley	f	old chimps	31	01/12/2018	1	30	training	l	l	c							et	1485		no	0	
1440	Alley	f	old chimps	31	02/12/2018	2	31	training	l	l	c							et				0	
1441	Alley	f	old chimps	31	02/12/2018	2	32	training	r	l	i							et	2877		yes	0	
1442	Alley	f	old chimps	31	02/12/2018	2	33	training	r	l	i							et	1314		no	0	
1443	Alley	f	old chimps	31	02/12/2018	2	34	training	l	r	i							et	3610		yes	0	
1444	Alley	f	old chimps	31	02/12/2018	2	35	training	l	l	c							et	889		no	0	
1445	Alley	f	old chimps	31	02/12/2018	2	36	training	r	r	c							et	852		yes	0	
1446	Alley	f	old chimps	31	02/12/2018	2	37	training	l	l	c							et	652		yes	0	
1447	Alley	f	old chimps	31	02/12/2018	2	38	training	r	r	c							et	655		yes	0	
1448	Alley	f	old chimps	31	02/12/2018	2	39	test	l	l	c	ct	3810	cp	11	st	4157				yes	0	7
1449	Alley	f	old chimps	31	02/12/2018	2	40	training	r	r	c							et	826		yes	0	
1450	Alley	f	old chimps	31	02/12/2018	2	41	test	r	r	c	ct	5063	cp	11	st	5466				no	0	8
1451	Alley	f	old chimps	31	02/12/2018	2	42	training	l	l	c							et	483		yes	0	
1452	Alley	f	old chimps	31	02/12/2018	2	43	training	l	l	c							et	1157		no	0	
1453	Alley	f	old chimps	31	02/12/2018	2	44	training	r	r	c							et	651		yes	0	
1454	Alley	f	old chimps	31	02/12/2018	2	45	training	r	r	c							et	738		no	0	
1455	Alley	f	old chimps	31	02/12/2018	2	46	training	r	r	c							et	875		no	0	
1456	Alley	f	old chimps	31	02/12/2018	2	47	test	l	l	c	ct	8171	cp	12	st	8409				yes	0	9
1457	Alley	f	old chimps	31	02/12/2018	2	48	training	l	l	c							et	927		no	0	
1458	Alley	f	old chimps	31	02/12/2018	2	49	training	l	l	c							et	520		no	0	
1459	Alley	f	old chimps	31	02/12/2018	2	50	training	r	r	c							et	548		yes	0	
1460	Alley	f	old chimps	31	02/12/2018	2	51	test	r	r	c	ct	4011	cp	7	st	4066				no	0	10
1461	Alley	f	old chimps	31	02/12/2018	2	52	training	l	l	c							et	539		yes	0	
1462	Alley	f	old chimps	31	02/12/2018	2	53	training	r	r	c							et	1101		yes	0	
1463	Alley	f	old chimps	31	02/12/2018	2	54	training	l	l	c							et	1210	from this trial with apple	yes	0	
1464	Alley	f	old chimps	31	02/12/2018	2	55	training	l	l	c							et	555		no	0	
1465	Alley	f	old chimps	31	02/12/2018	2	56	test	r	l	i	ct	1103	cp	14	st	3030				yes	0	11
1466	Alley	f	old chimps	31	02/12/2018	2	57	training	r	r	c							et	603		no	0	
1467	Alley	f	old chimps	31	02/12/2018	2	58	training	l	l	c							et	531		yes	0	
1468	Alley	f	old chimps	31	02/12/2018	2	59	training	r	r	c							et	601		yes	0	
1469	Alley	f	old chimps	31	02/12/2018	2	60	test	l	l	c	ct	1805	cp	20	st	2122				yes	0	12
1470	Ajabu	f	old chimps	10	01/12/2018	1	1	training	r	r	c							et	8642			0	
1471	Ajabu	f	old chimps	10	01/12/2018	1	2	training	l	r	i									no et	yes	0	
1472	Ajabu	f	old chimps	10	01/12/2018	1	3	training	r	r	c							et	508		yes	0	
1473	Ajabu	f	old chimps	10	01/12/2018	1	4	training	r	r	c							et	286		no	0	
1474	Ajabu	f	old chimps	10	01/12/2018	1	5	training	l	l	c							et	277		yes	0	
1475	Ajabu	f	old chimps	10	01/12/2018	1	6	training	l	l	c							et	444		no	0	
1476	Ajabu	f	old chimps	10	01/12/2018	1	7	training	r	l	i							et	4010		yes	0	
1477	Ajabu	f	old chimps	10	01/12/2018	1	8	training	l	l	c							et	641		yes	0	
1478	Ajabu	f	old chimps	10	01/12/2018	1	9	training	r	r	c							et	1711		yes	0	
1479	Ajabu	f	old chimps	10	01/12/2018	1	10	training	l	r	i							et	4768		yes	0	
1480	Ajabu	f	old chimps	10	01/12/2018	1	11	test	r	r	c	ct	5866	cp	9	st	5880				yes	1	1
1481	Ajabu	f	old chimps	10	01/12/2018	1	12	training	l	r	i							et	2268		yes	0	
1482	Ajabu	f	old chimps	10	01/12/2018	1	13	test	l	r	i	ct	4363	cp	10	st	4643				no	0	2
1483	Ajabu	f	old chimps	10	01/12/2018	1	14	training	r	r	c							et	604		yes	0	
1484	Ajabu	f	old chimps	10	01/12/2018	1	15	training	r	r	c							et	1580		no	0	
1485	Ajabu	f	old chimps	10	01/12/2018	1	16	test	l	l	c	ct	1854	cp	4	st	1946				yes	0	3
1486	Ajabu	f	old chimps	10	01/12/2018	1	17	training	r	l	i							et	1738		yes	0	
1487	Ajabu	f	old chimps	10	01/12/2018	1	18	training	l	l	c							et	7149		yes	0	
1488	Ajabu	f	old chimps	10	01/12/2018	1	19	training	l	l	c							et	946		no	0	
1489	Ajabu	f	old chimps	10	01/12/2018	1	20	test	r	r	c	ct	2005	cp	10	st	2087				yes	0	4
1490	Ajabu	f	old chimps	10	01/12/2018	1	21	training	l	r	i							et	3070		yes	0	
1491	Ajabu	f	old chimps	10	01/12/2018	1	22	training	r	r	c							et	1201		yes	0	
1492	Ajabu	f	old chimps	10	01/12/2018	1	23	training	l	l	c							et	1109		yes	0	
1493	Ajabu	f	old chimps	10	01/12/2018	1	24	test	r	l	i	ct	2808	cp	0	st	2810				yes	0	5
1494	Ajabu	f	old chimps	10	01/12/2018	1	25	training	r	l	i							et	5392		no	0	
1495	Ajabu	f	old chimps	10	01/12/2018	1	26	training	r	r	c							et	2510		no	0	
1496	Ajabu	f	old chimps	10	01/12/2018	1	27	training	r	r	c							et	2580		no	0	
1497	Ajabu	f	old chimps	10	01/12/2018	1	28	training	l	l	c							et	1426		yes	0	
1498	Ajabu	f	old chimps	10	01/12/2018	1	29	test	l	l	c	ct	4512	cp	21	st	5213				no	0	6
1499	Ajabu	f	old chimps	10	01/12/2018	1	30	training	l	l	c							et	1229		no	0	
1500	Ajabu	f	old chimps	10	02/12/2018	2	31	training	l	l	c							et	806			0	
1501	Ajabu	f	old chimps	10	02/12/2018	2	32	training	r	l	i							et	6843		yes	0	
1502	Ajabu	f	old chimps	10	02/12/2018	2	33	training	r	r	c							et	733		no	0	
1503	Ajabu	f	old chimps	10	02/12/2018	2	34	training	l	r	i							et	4225		yes	0	
1504	Ajabu	f	old chimps	10	02/12/2018	2	35	training	l	r	i							et	1864		no	0	
1505	Ajabu	f	old chimps	10	02/12/2018	2	36	training	r	r	c							et	1379		yes	0	
1506	Ajabu	f	old chimps	10	02/12/2018	2	37	training	l	l	c							et	709		yes	0	
1507	Ajabu	f	old chimps	10	02/12/2018	2	38	training	r	l	i							et	3554		yes	0	
1508	Ajabu	f	old chimps	10	02/12/2018	2	39	test	l	l	c	ct	1304	cp	10	st	1462				yes	0	7
1509	Ajabu	f	old chimps	10	02/12/2018	2	40	training	r	l	i							et	3421		yes	0	
1510	Ajabu	f	old chimps	10	02/12/2018	2	41	test	r	r	c	ct	2857	cp	22	st	3071				no	0	8
1511	Ajabu	f	old chimps	10	02/12/2018	2	42	training	l	l	c							et	297		yes	0	
1512	Ajabu	f	old chimps	10	02/12/2018	2	43	training	l	l	c							et	632		no	0	
1513	Ajabu	f	old chimps	10	02/12/2018	2	44	training	r	l	i							et	2193		yes	0	
1514	Ajabu	f	old chimps	10	02/12/2018	2	45	training	r	l	i							et	2901		no	0	
1515	Ajabu	f	old chimps	10	02/12/2018	2	46	training	r	r	c							et	807		no	0	
1516	Ajabu	f	old chimps	10	02/12/2018	2	47	test	l	l	c	ct	1403	cp	21	st	1661				yes	0	9
1517	Ajabu	f	old chimps	10	02/12/2018	2	48	training	l	l	c							et	555		no	0	
1518	Ajabu	f	old chimps	10	02/12/2018	2	49	training	l	l	c							et	1304		no	0	
1519	Ajabu	f	old chimps	10	02/12/2018	2	50	training	r	l	i							et	1847		yes	0	
1520	Ajabu	f	old chimps	10	02/12/2018	2	51	test	r	l	i	ct	1703	cp	13	st	1860				no	0	10
1521	Ajabu	f	old chimps	10	02/12/2018	2	52	training	l	l	c							et	1156		yes	0	
1522	Ajabu	f	old chimps	10	02/12/2018	2	53	training	r	l	i							et	2158		yes	0	
1523	Ajabu	f	old chimps	10	02/12/2018	2	54	training	l	l	c							et	1087		yes	0	
1524	Ajabu	f	old chimps	10	02/12/2018	2	55	training	l	l	c							et	921		no	0	
1525	Ajabu	f	old chimps	10	02/12/2018	2	56	test	r	l	i	ct	2457	cp	21	st	2819				yes	0	11
1526	Ajabu	f	old chimps	10	02/12/2018	2	57	training	r	r	c							et	787		no	0	
1527	Ajabu	f	old chimps	10	02/12/2018	2	58	training	l	l	c							et	606		yes	0	
1528	Ajabu	f	old chimps	10	02/12/2018	2	59	training	r	r	c							et	1252		yes	0	
1529	Ajabu	f	old chimps	10	02/12/2018	2	60	test	l	l	c	ct	1103	cp	17	st	1447				yes	0	12
1530	Saidia	f	old chimps	15	01/12/2018	1	1	training	r	l	i							et	15909			0	
1531	Saidia	f	old chimps	15	01/12/2018	1	2	training	l	r	i							et	31742	with apple from this trial on	yes	0	
1532	Saidia	f	old chimps	15	01/12/2018	1	3	training	r	l	i							et	7107		yes	0	
1533	Saidia	f	old chimps	15	01/12/2018	1	4	training	r	l	i							et	13627		no	0	
1534	Saidia	f	old chimps	15	01/12/2018	1	5	training	l	r	i							et	6833		yes	0	
1535	Saidia	f	old chimps	15	01/12/2018	1	6	training	l	r	i							et	30504		no	0	
1536	Saidia	f	old chimps	15	01/12/2018	1	7	training	r	l	i							et	19584		yes	0	
1537	Saidia	f	old chimps	15	01/12/2018	1	8	training	l	l	c							et	2428		yes	0	
1538	Saidia	f	old chimps	15	01/12/2018	1	9	training	r	l	i							et	5899		yes	0	
1539	Saidia	f	old chimps	15	01/12/2018	1	10	training	l	l	c							et	1023		yes	0	
1540	Saidia	f	old chimps	15	01/12/2018	1	11	test	r	l	i	ct	7721	cp	5	st	7847				yes	1	1
1541	Saidia	f	old chimps	15	01/12/2018	1	12	training	r	r	c							et	6864		no	0	
1542	Saidia	f	old chimps	15	01/12/2018	1	13	test	l	l	c	ct	5665	cp	13	st	5877				yes	0	2
1543	Saidia	f	old chimps	15	01/12/2018	1	14	training	l	l	c							et	512		no	0	
1544	Saidia	f	old chimps	15	01/12/2018	1	15	training	r	l	i							et	5925		yes	0	
1545	Saidia	f	old chimps	15	01/12/2018	1	16	test	l	l	c	ct	3158	cp	16	st	4181				yes	0	3
1546	Saidia	f	old chimps	15	01/12/2018	1	17	training	r	r	c							et	1477		yes	0	
1547	Saidia	f	old chimps	15	01/12/2018	1	18	training	l	l	c							et	736		yes	0	
1548	Saidia	f	old chimps	15	01/12/2018	1	19	training	l	l	c							et	675		no	0	
1549	Saidia	f	old chimps	15	01/12/2018	1	20	test	r	l	i	ct	5515	cp	8	st	5760				yes	0	4
1550	Saidia	f	old chimps	15	01/12/2018	1	21	training	l	l	c							et	734		yes	0	
1551	Saidia	f	old chimps	15	01/12/2018	1	22	training	r	l	i							et	2469		yes	0	
1552	Saidia	f	old chimps	15	01/12/2018	1	23	training	l	l	c							et	1734		yes	0	
1553	Saidia	f	old chimps	15	01/12/2018	1	24	test	r	l	i	ct	5465	cp	5	st	5503				yes	0	5
1554	Saidia	f	old chimps	15	01/12/2018	1	25	training	r	l	i							et	6097		no	0	
1555	Saidia	f	old chimps	15	01/12/2018	1	26	training	r	l	i							et	3883		no	0	
1556	Saidia	f	old chimps	15	01/12/2018	1	27	training	r	l	i							et	9546		no	0	
1557	Saidia	f	old chimps	15	01/12/2018	1	28	training	l	l	c							et	1132		yes	0	
1558	Saidia	f	old chimps	15	01/12/2018	1	29	test	l	l	c	ct	5666	cp	4	st	5754				no	0	6
1559	Saidia	f	old chimps	15	01/12/2018	1	30	training	l	l	c							et	1176		no	0	
1560	Saidia	f	old chimps	15	02/12/2018	2	31	training	l	l	c							et	919			0	
1561	Saidia	f	old chimps	15	02/12/2018	2	32	training	r	l	i							et	10281		yes	0	
1562	Saidia	f	old chimps	15	02/12/2018	2	33	training	r	r	c							et	16557		no	0	
1563	Saidia	f	old chimps	15	02/12/2018	2	34	training	l	l	c							et	754		yes	0	
1564	Saidia	f	old chimps	15	02/12/2018	2	35	training	l	l	c							et	784		no	0	
1565	Saidia	f	old chimps	15	02/12/2018	2	36	training	r	r	c							et	1754		yes	0	
1566	Saidia	f	old chimps	15	02/12/2018	2	37	training	l	l	c							et	840	stopped to participate	yes	0	
1567	Angela	f	old chimps	7	01/12/2018	1	1	training	r	l	i							et	7372	first session repeated due to apparatus malfunction		0	
1568	Angela	f	old chimps	7	01/12/2018	1	2	training	l	r	i							et	2302		yes	0	
1569	Angela	f	old chimps	7	01/12/2018	1	3	training	r	r	c							et	796		yes	0	
1570	Angela	f	old chimps	7	01/12/2018	1	4	training	r	r	c							et	517		no	0	
1571	Angela	f	old chimps	7	01/12/2018	1	5	training	l	r	i							et	2265		yes	0	
1572	Angela	f	old chimps	7	01/12/2018	1	6	training	l	l	c							et	1512		no	0	
1573	Angela	f	old chimps	7	01/12/2018	1	7	training	r	l	i							et	3159		yes	0	
1574	Angela	f	old chimps	7	01/12/2018	1	8	training	l	r	i							et	3403		yes	0	
1575	Angela	f	old chimps	7	01/12/2018	1	9	training	r	r	c							et	5633		yes	0	
1576	Angela	f	old chimps	7	01/12/2018	1	10	training	l	r	i							et	7126		yes	0	
1577	Angela	f	old chimps	7	01/12/2018	1	11	training	r	r	c							et	225		yes	0	
1578	Angela	f	old chimps	7	01/12/2018	1	12	test	r	l	i	ct	2105	cp	22	st	3157				no	1	1
1579	Angela	f	old chimps	7	01/12/2018	1	13	training	l	r	i							et	1569		yes	0	
1580	Angela	f	old chimps	7	01/12/2018	1	14	test	l	l	c	ct	2306	cp	21	st	2510				no	0	2
1581	Angela	f	old chimps	7	01/12/2018	1	15	training	r	l	i							et	4877		yes	0	
1582	Angela	f	old chimps	7	01/12/2018	1	16	training	r	r	c							et	451		no	0	
1583	Angela	f	old chimps	7	01/12/2018	1	17	test	l	l	c	ct	1604	cp	21	st	2304				yes	0	3
1584	Angela	f	old chimps	7	01/12/2018	1	18	training	r	r	c							et	2705		yes	0	
1585	Angela	f	old chimps	7	01/12/2018	1	19	training	l	l	c							et	173		yes	0	
1586	Angela	f	old chimps	7	01/12/2018	1	20	training	l	r	i							et	1349		no	0	
1587	Angela	f	old chimps	7	01/12/2018	1	21	test	r	l	i	ct	1003	cp	11	st	1102				yes	0	4
1588	Angela	f	old chimps	7	01/12/2018	1	22	training	l	r	i							et	718		yes	0	
1589	Angela	f	old chimps	7	01/12/2018	1	23	training	r	r	c							et	1089		yes	0	
1590	Angela	f	old chimps	7	01/12/2018	1	24	training	l	l	c							et	616		yes	0	
1591	Angela	f	old chimps	7	01/12/2018	1	25	test	r	r	c	ct	1655	cp	22	st	2820				yes	0	5
1592	Angela	f	old chimps	7	01/12/2018	1	26	training	r	r	c							et	1448		no	0	
1593	Angela	f	old chimps	7	01/12/2018	1	27	training	r	l	i							et	1448		no	0	
1594	Angela	f	old chimps	7	01/12/2018	1	28	training	r	l	i							et	1959		no	0	
1595	Angela	f	old chimps	7	01/12/2018	1	29	training	l	l	c							et	987		yes	0	
1596	Angela	f	old chimps	7	01/12/2018	1	30	test	l	l	c	ct	1653	cp	21	st	1795				no	0	6
1597	Angela	f	old chimps	7	01/12/2018	1	31	training	l	r	i							et	1554		no	0	
1598	Angela	f	old chimps	7	02/12/2018	2	32	training	l	l	c							et	773			0	
1599	Angela	f	old chimps	7	02/12/2018	2	33	training	r	r	c							et	1277		yes	0	
1600	Angela	f	old chimps	7	02/12/2018	2	34	training	r	r	c							et	533		no	0	
1601	Angela	f	old chimps	7	02/12/2018	2	35	training	l	l	c							et	3522		yes	0	
1602	Angela	f	old chimps	7	02/12/2018	2	36	training	l	r	i							et	2002		no	0	
1603	Angela	f	old chimps	7	02/12/2018	2	37	training	r	r	c							et	440		yes	0	
1604	Angela	f	old chimps	7	02/12/2018	2	38	training	l	l	c							et	725		yes	0	
1605	Angela	f	old chimps	7	02/12/2018	2	39	training	r	l	i							et	2977		yes	0	
1606	Angela	f	old chimps	7	02/12/2018	2	40	training	r	l	c							et	515		no	0	
1607	Angela	f	old chimps	7	02/12/2018	2	41	test	l	r	i	ct	2305	cp	21	st	2552				yes	0	7
1608	Angela	f	old chimps	7	02/12/2018	2	42	training	r	r	c							et	2298		yes	0	
1609	Angela	f	old chimps	7	02/12/2018	2	43	test	r	r	c	ct	2707	cp	19	st	2829				no	0	8
1610	Angela	f	old chimps	7	02/12/2018	2	44	training	l	l	c							et	229		yes	0	
1611	Angela	f	old chimps	7	02/12/2018	2	45	training	l	r	i							et	2457		no	0	
1612	Angela	f	old chimps	7	02/12/2018	2	46	training	r	l	i							et	5237		yes	0	
1613	Angela	f	old chimps	7	02/12/2018	2	47	training	r	l	i							et	1464		no	0	
1614	Angela	f	old chimps	7	02/12/2018	2	48	training	r	l	i							et	1366		no	0	
1615	Angela	f	old chimps	7	02/12/2018	2	49	test	l	l	c	ct	1404	cp	21	st	1652				yes	0	9
1616	Angela	f	old chimps	7	02/12/2018	2	50	training	l	r	i							et	1385		no	0	
1617	Angela	f	old chimps	7	02/12/2018	2	51	training	l	l	c							et	317		no	0	
1618	Angela	f	old chimps	7	02/12/2018	2	52	training	r	r	c							et	397	from this trial with apple	yes	0	
1619	Angela	f	old chimps	7	02/12/2018	2	53	test	r	r	c	ct	2206	cp	22	st	2392				no	0	10
1620	Angela	f	old chimps	7	02/12/2018	2	54	training	l	r	i							et	1440		yes	0	
1621	Angela	f	old chimps	7	02/12/2018	2	55	training	r	r	c							et	346		yes	0	
1622	Angela	f	old chimps	7	02/12/2018	2	56	training	l	l	c							et	877		yes	0	
1623	Angela	f	old chimps	7	02/12/2018	2	57	training	l	l	c							et	1621		no	0	
1624	Angela	f	old chimps	7	02/12/2018	2	58	test	r	l	i	ct	1204	cp	22	st	1392				yes	0	11
1625	Angela	f	old chimps	7	02/12/2018	2	59	training	r	l	i							et	3221		no	0	
1626	Angela	f	old chimps	7	02/12/2018	2	60	training	l	r	i							et	9654		yes	0	
1627	Angela	f	old chimps	7	02/12/2018	2	61	training	r	r	c							et	211		yes	0	
1628	Angela	f	old chimps	7	02/12/2018	2	62	test	l	l	c	ct	1603	cp	21	st	3276				yes	0	12
1629	Asega	m	Uganda	21	29/10/2019	1	1	training	r	l	i							et	3420			0	
1630	Asega	m	Uganda	21	29/10/2019	1	2	training	l	r	i							et	3461		yes	0	
1631	Asega	m	Uganda	21	29/10/2019	1	3	training	r	l	i							et	6070		yes	0	
1632	Asega	m	Uganda	21	29/10/2019	1	4	training	r	l	i							et	4910		no	0	
1633	Asega	m	Uganda	21	29/10/2019	1	5	training	l	l	c							et	2036	"first error, repeated"	yes	0	
1634	Asega	m	Uganda	21	29/10/2019	1	6	training	l	l	c							et	1022		no	0	
1635	Asega	m	Uganda	21	29/10/2019	1	7	training	r	l	i										yes	0	
1636	Asega	m	Uganda	21	29/10/2019	1	8	training	l	l	c							et	1967		yes	0	
1637	Asega	m	Uganda	21	29/10/2019	1	9	training	r	l	i										yes	0	
1638	Asega	m	Uganda	21	29/10/2019	1	10	training	l	l	c							et	735		yes	0	
1639	Asega	m	Uganda	21	29/10/2019	1	11	test	r	l	i	ct	6969	cp	24	st	11015				yes	1	1
1640	Asega	m	Uganda	21	29/10/2019	1	12	training	l	l	c							et	589		yes	0	
1641	Asega	m	Uganda	21	29/10/2019	1	13	test	l	l	c	ct	2407	cp	21	st	5301				no	0	2
1642	Asega	m	Uganda	21	29/10/2019	1	14	training	r	l	i							et	2149		yes	0	
1643	Asega	m	Uganda	21	29/10/2019	1	15	training	r	l	i							et	2274		no	0	
1644	Asega	m	Uganda	21	29/10/2019	1	16	test	l	l	c	ct	1755	cp	21	st	2019				yes	0	3
1645	Asega	m	Uganda	21	29/10/2019	1	17	training	r	r	c							et	567		yes	0	
1646	Asega	m	Uganda	21	29/10/2019	1	18	training	l	l	c							et	750		yes	0	
1647	Asega	m	Uganda	21	29/10/2019	1	19	training	l	l	c							et	345		no	0	
1648	Asega	m	Uganda	21	29/10/2019	1	20	test	r	r	c	ct	3159	cp	22	st	3315				yes	0	4
1649	Asega	m	Uganda	21	29/10/2019	1	21	training	l	l	c							et	1236		yes	0	
1650	Asega	m	Uganda	21	29/10/2019	1	22	training	r	l	i							et	3218		yes	0	
1651	Asega	m	Uganda	21	29/10/2019	1	23	training	l	l	c							et	820		yes	0	
1652	Asega	m	Uganda	21	29/10/2019	1	24	test	r	l	i	ct	2306	cp	22	st	2483				yes	0	5
1653	Asega	m	Uganda	21	29/10/2019	1	25	training	r	l	i							et	7740		no	0	
1654	Asega	m	Uganda	21	29/10/2019	1	26	training	r	l	i							et	1751		no	0	
1655	Asega	m	Uganda	21	29/10/2019	1	27	training	r	r	c							et	1070		no	0	
1656	Asega	m	Uganda	21	29/10/2019	1	28	training	l	l	c							et	2763		yes	0	
1657	Asega	m	Uganda	21	29/10/2019	1	29	test	l	l	c	ct	1354	cp	21	st	1711				no	0	6
1658	Asega	m	Uganda	21	29/10/2019	1	30	training	l	r	i							et	3965		no	0	
1659	Asega	m	Uganda	21	29/10/2019	1	31	training	l	l	c							et	1177		no		
1660	Asega	m	Uganda	21	29/10/2019	1	32	training	r	l	i							et	1423		yes		
1661	Asega	m	Uganda	21	30/10/2019	2	33	training	l	l	c							et	742			0	
1662	Asega	m	Uganda	21	30/10/2019	2	34	training	r	l	i							et	3633		yes	0	
1663	Asega	m	Uganda	21	30/10/2019	2	35	training	r	l	i							et	2016		no	0	
1664	Asega	m	Uganda	21	30/10/2019	2	36	training	l	r	i							et	1190		yes	0	
1665	Asega	m	Uganda	21	30/10/2019	2	37	training	l	l	c							et	1973		no	0	
1666	Asega	m	Uganda	21	30/10/2019	2	38	training	r	r	c							et	407		yes	0	
1667	Asega	m	Uganda	21	30/10/2019	2	39	training	l	l	c							et	349		yes	0	
1668	Asega	m	Uganda	21	30/10/2019	2	40	training	r	r	c							et	550		yes	0	
1669	Asega	m	Uganda	21	30/10/2019	2	41	test	l	l	c	ct	1454	cp	21	st	1830				yes	0	7
1670	Asega	m	Uganda	21	30/10/2019	2	42	training	r	r	c							et	644		yes	0	
1671	Asega	m	Uganda	21	30/10/2019	2	43	test	r	r	c	ct	1203	cp	11	st	1272				no	0	8
1672	Asega	m	Uganda	21	30/10/2019	2	44	training	l	l	c							et	428		yes	0	
1673	Asega	m	Uganda	21	30/10/2019	2	45	training	l	l	c							et	3916		no	0	
1674	Asega	m	Uganda	21	30/10/2019	2	46	training	r	l	i							et	1450		yes	0	
1675	Asega	m	Uganda	21	30/10/2019	2	47	training	r	r	c							et	394		no	0	
1676	Asega	m	Uganda	21	30/10/2019	2	48	training	r	l	i							et	1416		no	0	
1677	Asega	m	Uganda	21	30/10/2019	2	49	test	l	l	c	ct	752	cp	0	st	3956			"at reward before st… almost not moved it in the beginning, thus cp is at 0"	yes	0	9
1678	Asega	m	Uganda	21	30/10/2019	2	50	training	l	l	c							et	354		no	0	
1679	Asega	m	Uganda	21	30/10/2019	2	51	training	l	l	c							et	316		no	0	
1680	Asega	m	Uganda	21	30/10/2019	2	52	training	r	r	c							et	1090		yes	0	
1681	Asega	m	Uganda	21	30/10/2019	2	53	test	r	r	c	ct	1253	cp	22	st	1469				no	0	10
1682	Asega	m	Uganda	21	30/10/2019	2	54	training	l	l	c							et	298		yes	0	
1683	Asega	m	Uganda	21	30/10/2019	2	55	training	r	r	c							et	653		yes	0	
1684	Asega	m	Uganda	21	30/10/2019	2	56	training	l	r	i							et	898		yes	0	
1685	Asega	m	Uganda	21	30/10/2019	2	57	training	l	l	c							et	305		no	0	
1686	Asega	m	Uganda	21	30/10/2019	2	58	test	r	l	i	ct	1553	cp	22	st	1857				yes	0	11
1687	Asega	m	Uganda	21	30/10/2019	2	59	test	r	r	c	ct	1354	cp	22	st	1507				no	0	12
1688	Asega	m	Uganda	21	30/10/2019	2	60	training	l	l	c							et	1442		yes	0	
1689	Asega	m	Uganda	21	30/10/2019	2	61	training	r	l	i							et	1122		yes	0	
1690	Asega	m	Uganda	21	30/10/2019	2	62	test	l	l	c	ct	1654	cp	22	st	1866				yes	0	13
1691	Asega	m	Uganda	21	30/10/2019	2	63	test	l	l	c	ct	1955	cp	21	st	2139				no	0	14
1692	Baluku	m	Uganda	21	28/10/2019	1	1	training	r	l	i							et	1300			0	
1693	Baluku	m	Uganda	21	28/10/2019	1	2	training	l	r	i							et	22536		yes	0	
1694	Baluku	m	Uganda	21	28/10/2019	1	3	training	r	r	c							et	422		yes	0	
1695	Baluku	m	Uganda	21	28/10/2019	1	4	training	r	r	c							et	578		no	0	
1696	Baluku	m	Uganda	21	28/10/2019	1	5	training	l	r	i							et	1748		yes	0	
1697	Baluku	m	Uganda	21	28/10/2019	1	6	training	l	l	c							et	822		no	0	
1698	Baluku	m	Uganda	21	28/10/2019	1	7	training	r	r	c							et	3381		yes	0	
1699	Baluku	m	Uganda	21	28/10/2019	1	8	training	l	r	i							et	3109		yes	0	
1700	Baluku	m	Uganda	21	28/10/2019	1	9	training	r	r	c							et	2863		yes	0	
1701	Baluku	m	Uganda	21	28/10/2019	1	10	training	l	r	i							et	1107		yes	0	
1702	Baluku	m	Uganda	21	28/10/2019	1	11	test	r	l	i	ct	1254	cp	22	st	1406				yes	1	1
1703	Baluku	m	Uganda	21	28/10/2019	1	12	training	l	l	c							et	285		yes	0	
