Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number
Dufatanya	f	young chimps	27	25/11/2018	2	46	training	r	r	c							et	225		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	47	test	l	r	i	ct	652	cp	20	st	768				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	48	training	l	r	i							et	3109		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	49	training	l	r	i							et	9213		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	50	training	r	l	i							et	1773		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	51	test	r	r	c	ct	753	cp	24	st	914				no	0
Dufatanya	f	young chimps	27	25/11/2018	2	52	training	l	r	i							et	2189		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	53	training	r	r	c							et	704		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	54	training	l	r	i							et	3043		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	55	training	l	l	c							et	242		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	56	test	r	l	i	ct	502	cp	16	st	662				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	57	training	r	r	c							et	272		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	58	training	l	r	i							et	8581		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	59	training	r	r	c							et	310		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	60	test	l	r	i	ct	652	cp	21	st	942				yes	0
Bahati	f	young chimps	25	24/11/2018	1	1	training	r	r	c							et	23419			0
Bahati	f	young chimps	25	24/11/2018	1	2	training	l	r	i							et	24172		yes	0
Bahati	f	young chimps	25	24/11/2018	1	3	training	r	r	c							et	7770		yes	0
Bahati	f	young chimps	25	24/11/2018	1	4	training	r	l	i										no	0
Bahati	f	young chimps	25	24/11/2018	1	5	training	l	r	i							et	6189		yes	0
Bahati	f	young chimps	25	24/11/2018	1	6	training	l	l	c										no	0
Bahati	f	young chimps	25	24/11/2018	1	7	training	r	r	c							et	4977		yes	0
Bahati	f	young chimps	25	24/11/2018	1	8	training	l	l	c							et	1522		yes	0
Bahati	f	young chimps	25	24/11/2018	1	9	training	r	r	c							et	1954		yes	0
Bahati	f	young chimps	25	24/11/2018	1	10	training	l	r	i							et	2065		yes	0
Bahati	f	young chimps	25	24/11/2018	1	11	training	r	r	c							et	675		yes	0
Bahati	f	young chimps	25	24/11/2018	1	12	test	r	r	c	ct	3309	cp	22	st	7093				no	1
Bahati	f	young chimps	25	24/11/2018	1	13	training	l	l	c							et	495		yes	0
Bahati	f	young chimps	25	24/11/2018	1	14	test	l	l	c	ct	1304	cp	21	st	1618				no	0
Bahati	f	young chimps	25	24/11/2018	1	15	training	r	r	c							et	717		yes	0
Bahati	f	young chimps	25	24/11/2018	1	16	training	r	r	c							et	613		no	0
Bahati	f	young chimps	25	24/11/2018	1	17	test	l	r	i	ct	2858	cp	21	st	3276				yes	0
Bahati	f	young chimps	25	24/11/2018	1	18	training	r	r	c							et	9129		yes	0
Bahati	f	young chimps	25	24/11/2018	1	19	training	l	r	i							et	4380		yes	0
Bahati	f	young chimps	25	24/11/2018	1	20	training	l	r	i							et	2717		no	0
Bahati	f	young chimps	25	24/11/2018	1	21	test	r	r	c	ct	1605	cp	22	st	1946				yes	0
Bahati	f	young chimps	25	24/11/2018	1	22	training	l	r	i							et	2852		yes	0
Bahati	f	young chimps	25	24/11/2018	1	23	training	r	r	c							et	1158		yes	0
Bahati	f	young chimps	25	24/11/2018	1	24	training	l	l	c							et	1046		yes	0
Bahati	f	young chimps	25	24/11/2018	1	25	test	r	r	c	ct	3760	cp	22	st	4075				yes	0
Bahati	f	young chimps	25	24/11/2018	1	26	training	r	r	c							et	642		no	0
Bahati	f	young chimps	25	24/11/2018	1	27	training	r	r	c							et	1270		no	0
Bahati	f	young chimps	25	24/11/2018	1	28	training	r	r	c							et	822	with apple from this trial on	no	0
Bahati	f	young chimps	25	24/11/2018	1	29	training	l	l	c							et	780		yes	0
Bahati	f	young chimps	25	24/11/2018	1	30	test	l	l	c	ct	1303	cp	22	st	1611				no	0
Bahati	f	young chimps	25	24/11/2018	1	31	training	l	r	i							et	2456		no	0
Bahati	f	young chimps	25	25/11/2018	2	32	training	l	l	c							et	-11436			0
Bahati	f	young chimps	25	25/11/2018	2	33	training	r	l	i							et	4169		yes	0
Bahati	f	young chimps	25	25/11/2018	2	34	training	r	r	c							et	780		no	0
Bahati	f	young chimps	25	25/11/2018	2	35	training	l	l	c							et	707		yes	0
Bahati	f	young chimps	25	25/11/2018	2	36	training	l	l	c							et	961		no	0
Bahati	f	young chimps	25	25/11/2018	2	37	training	r	r	c							et	705		yes	0
Bahati	f	young chimps	25	25/11/2018	2	38	training	l	r	i							et	2888		yes	0
Bahati	f	young chimps	25	25/11/2018	2	39	training	r	r	c							et	573		yes	0
Bahati	f	young chimps	25	25/11/2018	2	40	test	l	r	i	ct	1153	cp	21	st	1465				yes	0
Bahati	f	young chimps	25	25/11/2018	2	41	training	r	r	c							et	628		yes	0
Bahati	f	young chimps	25	25/11/2018	2	42	test	r	r	c	ct	1855	cp	22	st	2016				no	0
Bahati	f	young chimps	25	25/11/2018	2	43	training	l	l	c							et	767		yes	0
Bahati	f	young chimps	25	25/11/2018	2	44	training	l	l	c							et	582		no	0
Bahati	f	young chimps	25	25/11/2018	2	45	training	r	l	i							et	2758		yes	0
Bahati	f	young chimps	25	25/11/2018	2	46	training	r	r	c							et	778		no	0
Bahati	f	young chimps	25	25/11/2018	2	47	training	r	r	c							et	489		no	0
Bahati	f	young chimps	25	25/11/2018	2	48	test	l	r	i	ct	1153	cp	19	st	1428				yes	0
Bahati	f	young chimps	25	25/11/2018	2	49	training	l	r	i							et	2882		no	0
Bahati	f	young chimps	25	25/11/2018	2	50	training	l	l	c							et	795		no	0
Bahati	f	young chimps	25	25/11/2018	2	51	training	r	l	i							et	1067		yes	0
Bahati	f	young chimps	25	25/11/2018	2	52	test	r	r	c	ct	1204	cp	22	st	4440				no	0
Bahati	f	young chimps	25	25/11/2018	2	53	training	l	l	i							et	3188		yes	0
Bahati	f	young chimps	25	25/11/2018	2	54	training	r	r	i							et	2204		yes	0
Bahati	f	young chimps	25	25/11/2018	2	55	training	l	l	c							et	3070		yes	0
Bahati	f	young chimps	25	25/11/2018	2	56	training	l	l	c							et	920		no	0
Bahati	f	young chimps	25	25/11/2018	2	57	test	r	l	i	ct	2005	cp	22	st	2342				yes	0
Bahati	f	young chimps	25	25/11/2018	2	58	training	r	l	i							et	2470		no	0
Bahati	f	young chimps	25	25/11/2018	2	59	training	l	r	i							et	1972		yes	0
Bahati	f	young chimps	25	25/11/2018	2	60	training	r	r	c							et	402		yes	0
Bahati	f	young chimps	25	25/11/2018	2	61	test	l	r	i	ct	1703	cp	22	st	1961				yes	0
Joy	f	young chimps	14	24/11/2018	1	1	training	r	l	i							et	-26568			0
Joy	f	young chimps	14	24/11/2018	1	2	training	l	l	c							et	4912		yes	0
Joy	f	young chimps	14	24/11/2018	1	3	training	r	l	i							et	4165		yes	0
Joy	f	young chimps	14	24/11/2018	1	4	training	r	l	i							et	3372		no	0
Joy	f	young chimps	14	24/11/2018	1	5	training	l	r	i							et	3816		yes	0
Joy	f	young chimps	14	24/11/2018	1	6	training	l	r	i							et	1748		no	0
Joy	f	young chimps	14	24/11/2018	1	7	training	r	l	i							et	8502		yes	0
Joy	f	young chimps	14	24/11/2018	1	8	training	l	r	i							et	3035		yes	0
Joy	f	young chimps	14	24/11/2018	1	9	training	r	r	c							et	1681		yes	0
Joy	f	young chimps	14	24/11/2018	1	10	training	l	l	c										yes	0
Joy	f	young chimps	14	24/11/2018	1	11	test	r	l	i	ct	7119	cp	0	st	7120				yes	1
Joy	f	young chimps	14	24/11/2018	1	12	training	l	l	c							et	538		yes	0
Joy	f	young chimps	14	24/11/2018	1	13	test	l	l	c	ct	18401	cp	21	st	19269				no	0
Joy	f	young chimps	14	24/11/2018	1	14	training	r	l	i							et	1938		yes	0
Joy	f	young chimps	14	24/11/2018	1	15	training	r	l	i							et	2029		no	0
Joy	f	young chimps	14	24/11/2018	1	16	test	l	r	i	ct	7620	cp	22	st	9140				yes	0
Joy	f	young chimps	14	24/11/2018	1	17	training	r	l	i							et	3283		yes	0
Joy	f	young chimps	14	24/11/2018	1	18	training	l	r	i							et	5536		yes	0
Joy	f	young chimps	14	24/11/2018	1	19	training	l	r	i							et	1910		no	0
Joy	f	young chimps	14	24/11/2018	1	20	test	r	r	c	ct	2155	cp	17	st	2405				yes	0
Joy	f	young chimps	14	24/11/2018	1	21	training	l	l	c							et	330		yes	0
Joy	f	young chimps	14	24/11/2018	1	22	training	r	l	i							et	2392		yes	0
Joy	f	young chimps	14	24/11/2018	1	23	training	l	r	i							et	2551		yes	0
Joy	f	young chimps	14	24/11/2018	1	24	test	r	r	c	ct	1605	cp	22	st	1857				yes	0
Joy	f	young chimps	14	24/11/2018	1	25	training	r	r	c							et	523		no	0
Joy	f	young chimps	14	24/11/2018	1	26	training	r	r	c							et	606		no	0
Joy	f	young chimps	14	24/11/2018	1	27	training	r	r	c							et	532		no	0
Joy	f	young chimps	14	24/11/2018	1	28	training	l	r	i							et	3371		yes	0
Joy	f	young chimps	14	24/11/2018	1	29	test	l	r	i	ct	3658	cp	22	st	4057				no	0
Joy	f	young chimps	14	24/11/2018	1	30	training	l	r	i							et	1988		no	0
Joy	f	young chimps	14	25/11/2018	2	31	training	l	r	i							et	3092			0
Joy	f	young chimps	14	25/11/2018	2	32	training	r	l	i							et	10310		yes	0
Joy	f	young chimps	14	25/11/2018	2	33	training	r	r	c							et	1876		no	0
Joy	f	young chimps	14	25/11/2018	2	34	training	l	l	c							et	578		yes	0
Joy	f	young chimps	14	25/11/2018	2	35	training	l	l	c							et	781		no	0
Joy	f	young chimps	14	25/11/2018	2	36	training	r	l	i							et	2470		yes	0
Joy	f	young chimps	14	25/11/2018	2	37	training	l	l	c							et	1934		yes	0
Joy	f	young chimps	14	25/11/2018	2	38	training	r	l	i							et	3005		yes	0
Joy	f	young chimps	14	25/11/2018	2	39	test	l	r	i	ct	2957	cp	19	st	3220				yes	0
Joy	f	young chimps	14	25/11/2018	2	40	training	r	l	i							et	3790		yes	0
Joy	f	young chimps	14	25/11/2018	2	41	test	r	l	i	ct	4011	cp	22	st	4429				no	0
Joy	f	young chimps	14	25/11/2018	2	42	training	l	r	i							et	3251		yes	0
Joy	f	young chimps	14	25/11/2018	2	43	training	l	l	c							et	561		no	0
Joy	f	young chimps	14	25/11/2018	2	44	training	r	l	i							et	2147		yes	0
Joy	f	young chimps	14	25/11/2018	2	45	training	r	l	i							et	2314		no	0
Joy	f	young chimps	14	25/11/2018	2	46	training	r	l	i							et	1673		no	0
Joy	f	young chimps	14	25/11/2018	2	47	test	l	l	c	ct	2256	cp	21	st	2442				yes	0
Joy	f	young chimps	14	25/11/2018	2	48	training	l	l	c							et	423		no	0
Joy	f	young chimps	14	25/11/2018	2	49	training	l	l	c							et	588		no	0
Joy	f	young chimps	14	25/11/2018	2	50	training	r	l	i							et	2940		yes	0
Joy	f	young chimps	14	25/11/2018	2	51	test	r	r	c	ct	3961	cp	22	st	4343				no	0
Joy	f	young chimps	14	25/11/2018	2	52	training	l	l	c							et	565		yes	0
Joy	f	young chimps	14	25/11/2018	2	53	training	r	l	i							et	4887		yes	0
Joy	f	young chimps	14	25/11/2018	2	54	training	l	l	c							et	566		yes	0
Joy	f	young chimps	14	25/11/2018	2	55	training	l	l	c							et	1044		no	0
Joy	f	young chimps	14	25/11/2018	2	56	test	r	l	i	ct	1404	cp	20	st	1709				yes	0
Joy	f	young chimps	14	25/11/2018	2	57	training	r	l	i							et	2095		no	0
Joy	f	young chimps	14	25/11/2018	2	58	training	l	l	c							et	565		yes	0
Joy	f	young chimps	14	25/11/2018	2	59	training	r	l	i							et	2011		yes	0
Joy	f	young chimps	14	25/11/2018	2	60	test	l	l	c	ct	1153	cp	21	st	1476				yes	0
Safari	m	old chimps	34	30/11/2018	1	1	training	r	r	c							et	3579	did not retrieve food after this trial within 5 min		0
Safari	m	old chimps	34	01/12/2018	1	2	training	l	r	i										yes	0
Safari	m	old chimps	34	01/12/2018	1	3	training	r	l	i										yes	0
Safari	m	old chimps	34	01/12/2018	1	4	training	r	r	c							et	383		no	0
Safari	m	old chimps	34	01/12/2018	1	5	training	l	r	i							et	15469		yes	0
Safari	m	old chimps	34	01/12/2018	1	6	training	l	l	c							et	473		no	0
Safari	m	old chimps	34	01/12/2018	1	7	training	r	l	i							et	9041		yes	0
Safari	m	old chimps	34	01/12/2018	1	8	training	l	l	c							et	2297		yes	0
Safari	m	old chimps	34	01/12/2018	1	9	training	r	l	i							et	8380		yes	0
Safari	m	old chimps	34	01/12/2018	1	10	training	l	r	i							et	8696		yes	0
Safari	m	old chimps	34	01/12/2018	1	11	test	r	l	i	ct	10379	cp	22	st	14614				yes	1
Safari	m	old chimps	34	01/12/2018	1	12	training	l	l	c							et	465		yes	0
Safari	m	old chimps	34	01/12/2018	1	13	test	l	l	c	ct	4863	cp	21	st	10785				no	0
Safari	m	old chimps	34	01/12/2018	1	14	training	r	r	c							et	453		yes	0
Safari	m	old chimps	34	01/12/2018	1	15	training	r	r	c							et	623		no	0
Safari	m	old chimps	34	01/12/2018	1	16	test	l	r	i	ct	1855	cp	21	st	4529				yes	0
Safari	m	old chimps	34	01/12/2018	1	17	training	r	r	c							et	465		yes	0
Safari	m	old chimps	34	01/12/2018	1	18	training	l	l	c							et	475		yes	0
Safari	m	old chimps	34	01/12/2018	1	19	training	l	l	c							et	430		no	0
Safari	m	old chimps	34	01/12/2018	1	20	test	r	l	i	ct	5815	cp	22	st	6067				yes	0
Safari	m	old chimps	34	01/12/2018	1	21	training	l	l	c							et	535		yes	0
Safari	m	old chimps	34	01/12/2018	1	22	training	r	l	i										yes	0
Safari	m	old chimps	34	01/12/2018	1	23	training	l	l	c							et	1358		yes	0
Safari	m	old chimps	34	01/12/2018	1	24	test	r	r	c	ct	9626	cp	22	st	9916				yes	0
Safari	m	old chimps	34	01/12/2018	1	25	training	r	l	i							et	5126		no	0
Safari	m	old chimps	34	01/12/2018	1	26	training	r	r	c							et	555		no	0
Safari	m	old chimps	34	01/12/2018	1	27	training	r	r	c							et	496		no	0
Safari	m	old chimps	34	01/12/2018	1	28	training	l	r	i							et	5225		yes	0
Safari	m	old chimps	34	01/12/2018	1	29	test	l	l	c	ct	1254	cp	21	st	4413				no	0
Safari	m	old chimps	34	01/12/2018	1	30	training	l	l	c							et	714		no	0
Safari	m	old chimps	34	02/12/2018	2	31	training	l	l	c							et	505			0
Safari	m	old chimps	34	02/12/2018	2	32	training	r	l	i							et	4222		yes	0
Safari	m	old chimps	34	02/12/2018	2	33	training	r	r	c							et	515		no	0
Safari	m	old chimps	34	02/12/2018	2	34	training	l	l	c							et	546		yes	0
Safari	m	old chimps	34	02/12/2018	2	35	training	l	l	c							et	288		no	0
Safari	m	old chimps	34	02/12/2018	2	36	training	r	l	i							et	3928		yes	0
Safari	m	old chimps	34	02/12/2018	2	37	training	l	r	i							et	6261		yes	0
Safari	m	old chimps	34	02/12/2018	2	38	training	r	l	i							et	3126		yes	0
Safari	m	old chimps	34	02/12/2018	2	39	test	l	r	i	ct	1254	cp	21	st	1623				yes	0
Safari	m	old chimps	34	02/12/2018	2	40	training	r	r	c							et	570		yes	0
Safari	m	old chimps	34	02/12/2018	2	41	test	r	r	c	ct	2908	cp	15	st	5374				no	0
Safari	m	old chimps	34	02/12/2018	2	42	training	l	l	c							et	412		yes	0
Safari	m	old chimps	34	02/12/2018	2	43	training	l	l	c							et	486		no	0
Safari	m	old chimps	34	02/12/2018	2	44	training	r	l	i							et	4102		yes	0
Safari	m	old chimps	34	02/12/2018	2	45	training	r	r	c							et	507		no	0
Safari	m	old chimps	34	02/12/2018	2	46	training	r	r	c							et	513		no	0
Safari	m	old chimps	34	02/12/2018	2	47	test	l	r	i	ct	852	cp	21	st	1092				yes	0
Safari	m	old chimps	34	02/12/2018	2	48	training	l	l	c							et	653		no	0
Safari	m	old chimps	34	02/12/2018	2	49	training	l	l	c							et	372		no	0
Safari	m	old chimps	34	02/12/2018	2	50	training	r	l	i							et	3243		yes	0
Safari	m	old chimps	34	02/12/2018	2	51	test	r	r	c	ct	1604	cp	22	st	7190				no	0
Safari	m	old chimps	34	02/12/2018	2	52	training	l	l	c							et	481		yes	0
Safari	m	old chimps	34	02/12/2018	2	53	training	r	r	c							et	2654		yes	0
Safari	m	old chimps	34	02/12/2018	2	54	training	l	l	c							et	576		yes	0
Safari	m	old chimps	34	02/12/2018	2	55	training	l	l	c							et	388		no	0
Safari	m	old chimps	34	02/12/2018	2	56	test	r	l	i	ct	1153	cp	22	st	2980			from this trial with apple	yes	0
Safari	m	old chimps	34	02/12/2018	2	57	training	r	l	i							et	2817		no	0
Safari	m	old chimps	34	02/12/2018	2	58	training	l	r	i							et	3273		yes	0
Safari	m	old chimps	34	02/12/2018	2	59	training	r	r	c							et	457		yes	0
Safari	m	old chimps	34	02/12/2018	2	60	test	l	l	c	ct	852	cp	21	st	3418				yes	0
Oscar	m	old chimps	21	30/11/2018	1	1	training	r	r	c							et	535			0
Oscar	m	old chimps	21	30/11/2018	1	2	training	l	l	c							et	8881		yes	0
Oscar	m	old chimps	21	30/11/2018	1	3	training	r	r	c							et	805		yes	0
Oscar	m	old chimps	21	30/11/2018	1	4	training	r	r	c							et	544		no	0
Oscar	m	old chimps	21	30/11/2018	1	5	training	l	r	i							et	2662		yes	0
Oscar	m	old chimps	21	30/11/2018	1	6	training	l	l	c							et	770		no	0
Oscar	m	old chimps	21	30/11/2018	1	7	training	r	l	i							et	3463		yes	0
Oscar	m	old chimps	21	30/11/2018	1	8	training	l	r	i							et	3570		yes	0
Oscar	m	old chimps	21	30/11/2018	1	9	training	r	r	c							et	901		yes	0
Oscar	m	old chimps	21	30/11/2018	1	10	training	l	r	i							et	2090		yes	0
Oscar	m	old chimps	21	30/11/2018	1	11	test	r	r	c	ct	4913	cp	22	st	5358				yes	1
Oscar	m	old chimps	21	30/11/2018	1	12	training	l	r	i							et	1880		yes	0
Oscar	m	old chimps	21	30/11/2018	1	13	test	l	r	i	ct	10378	cp	21	st	11199				no	0
Oscar	m	old chimps	21	30/11/2018	1	14	training	r	r	c							et	401		yes	0
Oscar	m	old chimps	21	30/11/2018	1	15	training	r	r	c							et	891		no	0
Oscar	m	old chimps	21	30/11/2018	1	16	test	l	r	i	ct	1002	cp	22	st	1331				yes	0
Oscar	m	old chimps	21	30/11/2018	1	17	training	r	r	c							et	889		yes	0
Oscar	m	old chimps	21	30/11/2018	1	18	training	l	r	i							et	2181		yes	0
Oscar	m	old chimps	21	30/11/2018	1	19	training	l	r	i							et	2282		no	0
Oscar	m	old chimps	21	30/11/2018	1	20	test	r	r	c	ct	1805	cp	22	st	2096				yes	0
Oscar	m	old chimps	21	30/11/2018	1	21	training	l	r	i							et	3863		yes	0
Oscar	m	old chimps	21	30/11/2018	1	22	training	r	r	c							et	782		yes	0
Oscar	m	old chimps	21	30/11/2018	1	23	training	l	r	i							et	5435		yes	0
Oscar	m	old chimps	21	30/11/2018	1	24	test	r	r	c			cp	22	st	10061				yes	0
Oscar	m	old chimps	21	30/11/2018	1	25	training	r	r	c							et	1139		no	0
Oscar	m	old chimps	21	30/11/2018	1	26	training	r	r	c							et	939		no	0
Oscar	m	old chimps	21	30/11/2018	1	27	training	r	r	c							et	944		no	0
Oscar	m	old chimps	21	30/11/2018	1	28	training	l	r	i							et	2610		yes	0
Oscar	m	old chimps	21	30/11/2018	1	29	training	l	r	i							et	3159		no	0
Oscar	m	old chimps	21	30/11/2018	1	30	test	l	r	i	ct	1253	cp	21	st	1534				no	0
Oscar	m	old chimps	21	01/12/2018	2	31	training	l	r	i							et	5717			0
Oscar	m	old chimps	21	01/12/2018	2	32	training	r	r	c							et	8027		yes	0
Oscar	m	old chimps	21	01/12/2018	2	33	training	r	l	i							et	2890		no	0
Oscar	m	old chimps	21	01/12/2018	2	34	training	l	r	i							et	3703		yes	0
Oscar	m	old chimps	21	01/12/2018	2	35	training	l	l	c							et	700		no	0
Oscar	m	old chimps	21	01/12/2018	2	36	training	r	l	i							et	3099		yes	0
Oscar	m	old chimps	21	01/12/2018	2	37	training	l	r	i							et	2805		yes	0
Oscar	m	old chimps	21	01/12/2018	2	38	training	r	l	i							et	3461		yes	0
Oscar	m	old chimps	21	01/12/2018	2	39	test	l	l	c	ct	1253	cp	21	st	1754				yes	0
Oscar	m	old chimps	21	01/12/2018	2	40	training	r	l	i							et	4451		yes	0
Oscar	m	old chimps	21	01/12/2018	2	41	test	r	r	c	ct	1504	cp	22	st	1715				no	0
Oscar	m	old chimps	21	01/12/2018	2	42	training	l	l	c							et	1754		yes	0
Oscar	m	old chimps	21	01/12/2018	2	43	training	l	r	i							et	1891		no	0
Oscar	m	old chimps	21	01/12/2018	2	44	training	r	l	i							et	8470		yes	0
Oscar	m	old chimps	21	01/12/2018	2	45	training	r	r	c							et	856		no	0
Oscar	m	old chimps	21	01/12/2018	2	46	training	r	r	c							et	867		no	0
Oscar	m	old chimps	21	01/12/2018	2	47	test	l	l	c	ct	1052	cp	6	st	1060				yes	0
Oscar	m	old chimps	21	01/12/2018	2	48	training	l	l	c							et	828		no	0
Oscar	m	old chimps	21	01/12/2018	2	49	training	l	l	c							et	937		no	0
Oscar	m	old chimps	21	01/12/2018	2	50	training	r	l	i							et	4837		yes	0
Oscar	m	old chimps	21	01/12/2018	2	51	test	r	r	c	ct	1704	cp	22	st	1900				no	0
Oscar	m	old chimps	21	01/12/2018	2	52	training	l	l	c							et	797		yes	0
Oscar	m	old chimps	21	01/12/2018	2	53	training	r	r	c							et	1057		yes	0
Oscar	m	old chimps	21	01/12/2018	2	54	training	l	l	c							et	870		yes	0
Oscar	m	old chimps	21	01/12/2018	2	55	training	l	l	c							et	715		no	0
Oscar	m	old chimps	21	01/12/2018	2	56	test	r	l	i	ct	1403	cp	22	st	1750				yes	0
Oscar	m	old chimps	21	01/12/2018	2	57	training	r	l	i							et	2420		no	0
Oscar	m	old chimps	21	01/12/2018	2	58	training	l	l	c							et	415		yes	0
Oscar	m	old chimps	21	01/12/2018	2	59	training	r	l	i							et	3202		yes	0
Oscar	m	old chimps	21	01/12/2018	2	60	test	l	l	c	ct	1354	cp	21	st	1597				yes	0
Judy	f	old chimps	35	01/12/2018	1	1	training	r	l	i							et	13307	first session repeated due to apparatus malfunction		0
Judy	f	old chimps	35	01/12/2018	1	2	training	l	l	c							et	1040		yes	0
Judy	f	old chimps	35	01/12/2018	1	3	training	r	l	i							et	6570		yes	0
Judy	f	old chimps	35	01/12/2018	1	4	training	r	l	i									no et	no	0
Judy	f	old chimps	35	01/12/2018	1	5	training	l	l	c							et	4586		yes	0
Judy	f	old chimps	35	01/12/2018	1	6	training	l	l	c							et	1057		no	0
Judy	f	old chimps	35	01/12/2018	1	7	training	r	l	i							et	4981		yes	0
Judy	f	old chimps	35	01/12/2018	1	8	training	l	l	c							et	974		yes	0
Judy	f	old chimps	35	01/12/2018	1	9	training	r	l	i							et	2332		yes	0
Judy	f	old chimps	35	01/12/2018	1	10	training	l	l	c							et	727		yes	0
Judy	f	old chimps	35	01/12/2018	1	11	test	r	l	i	ct	5916	cp	9	st	7679				yes	1
Judy	f	old chimps	35	01/12/2018	1	12	training	l	l	c							et	4691		yes	0
Judy	f	old chimps	35	01/12/2018	1	13	test	l	l	c	ct	4612	cp	15	st	4839				no	0
Judy	f	old chimps	35	01/12/2018	1	14	training	r	l	i							et	1875		yes	0
Judy	f	old chimps	35	01/12/2018	1	15	training	r	l	i							et	4960		no	0
Judy	f	old chimps	35	01/12/2018	1	16	test	l	l	c	ct	3659	cp	13	st	3834				yes	0
Judy	f	old chimps	35	01/12/2018	1	17	training	r	l	i							et	2385		yes	0
Judy	f	old chimps	35	01/12/2018	1	18	training	l	l	c							et	11429		yes	0
Judy	f	old chimps	35	01/12/2018	1	19	training	l	l	c							et	1571		no	0
Judy	f	old chimps	35	01/12/2018	1	20	test	r	l	i	ct	15341	cp	22	st	16321				yes	0
Judy	f	old chimps	35	01/12/2018	1	21	training	l	l	c							et	3170		yes	0
Judy	f	old chimps	35	01/12/2018	1	22	training	r	l	i							et	2298		yes	0
Judy	f	old chimps	35	01/12/2018	1	23	training	l	l	c							et	693		yes	0
Judy	f	old chimps	35	01/12/2018	1	24	test	r	l	i	ct	7620	cp	11	st	8131				yes	0
Judy	f	old chimps	35	01/12/2018	1	25	training	r	l	i							et	2296		no	0
Judy	f	old chimps	35	01/12/2018	1	26	training	r	l	i							et	4274		no	0
Judy	f	old chimps	35	01/12/2018	1	27	training	r	l	i							et	3038		no	0
Judy	f	old chimps	35	01/12/2018	1	28	training	l	l	c							et	979		yes	0
Judy	f	old chimps	35	01/12/2018	1	29	test	l	l	c	ct	4462	cp	5	st	4485				no	0
Judy	f	old chimps	35	01/12/2018	1	30	training	l	l	c							et	868		no	0
Judy	f	old chimps	35	02/12/2018	2	31	training	l	l	c							et	903			0
Judy	f	old chimps	35	02/12/2018	2	32	training	r	l	i							et	9196		yes	0
Judy	f	old chimps	35	02/12/2018	2	33	training	r	r	c							et	413		no	0
Judy	f	old chimps	35	02/12/2018	2	34	training	l	l	c							et	6382		yes	0
Judy	f	old chimps	35	02/12/2018	2	35	training	l	l	c							et	737		no	0
Judy	f	old chimps	35	02/12/2018	2	36	training	r	l	i							et	1913		yes	0
Judy	f	old chimps	35	02/12/2018	2	37	training	l	l	c							et	602		yes	0
Judy	f	old chimps	35	02/12/2018	2	38	training	r	l	i							et	2168		yes	0
Judy	f	old chimps	35	02/12/2018	2	39	test	l	l	c	ct	1754	cp	11	st	1906				yes	0
Judy	f	old chimps	35	02/12/2018	2	40	training	r	l	i							et	4401		yes	0
Judy	f	old chimps	35	02/12/2018	2	41	test	r	r	c	ct	2356	cp	22	st	2707				no	0
Judy	f	old chimps	35	02/12/2018	2	42	training	l	l	c							et	504		yes	0
Judy	f	old chimps	35	02/12/2018	2	43	training	l	l	c							et	1725		no	0
Judy	f	old chimps	35	02/12/2018	2	44	training	r	r	c							et	435		yes	0
Judy	f	old chimps	35	02/12/2018	2	45	training	r	r	c							et	419		no	0
Judy	f	old chimps	35	02/12/2018	2	46	training	r	r	c							et	8548		no	0
Judy	f	old chimps	35	02/12/2018	2	47	test	l	l	c	ct	1655	cp	17	st	3926				yes	0
Judy	f	old chimps	35	02/12/2018	2	48	training	l	l	c							et	696		no	0
Judy	f	old chimps	35	02/12/2018	2	49	training	l	l	c							et	747		no	0
Judy	f	old chimps	35	02/12/2018	2	50	training	r	l	i							et	2171		yes	0
Judy	f	old chimps	35	02/12/2018	2	51	test	r	r	c	ct	3158	cp	22	st	3684				no	0
Judy	f	old chimps	35	02/12/2018	2	52	training	l	l	c							et	620		yes	0
Judy	f	old chimps	35	02/12/2018	2	53	training	r	l	i							et	3487		yes	0
Judy	f	old chimps	35	02/12/2018	2	54	training	l	l	c							et	576		yes	0
Judy	f	old chimps	35	02/12/2018	2	55	training	l	l	c							et	538		no	0
Judy	f	old chimps	35	02/12/2018	2	56	training	r	l	i							et	2174		yes	0
Judy	f	old chimps	35	02/12/2018	2	57	test	r	r	c	ct	1454	cp	22	st	1774				no	0
Judy	f	old chimps	35	02/12/2018	2	58	training	l	l	c							et	652		yes	0
Judy	f	old chimps	35	02/12/2018	2	59	training	r	l	i							et	1581		yes	0
