Subject	Sex	Group	Age	Date	Day	Session	Condition	trial_number	Side	Distractor_left	Distractor_right	Platform	chosen_level	chose_side	correct	Comment	Level mistakes	Switches	Chosen_distractor	switching_mistakes
Tess	f	young chimps	26	27/10/2018	18	3	Test	25	l	D1	D2	1	upper	l	0		1		D1	1
Tess	f	young chimps	26	27/10/2018	18	3	Test	26	r	D2	D1	1	upper	r	0		1		D1	1
Tess	f	young chimps	26	27/10/2018	18	3	Test	27	r	D1	D2	1	upper	l	0		1		D1	1
Tess	f	young chimps	26	27/10/2018	18	3	Test	28	l	D2	D1	1	upper	r	0		1		D1	1
Tess	f	young chimps	26	27/10/2018	18	3	Test	29	r	D1	D2	1	upper	l	0		1		D1	1
Tess	f	young chimps	26	27/10/2018	18	3	Test	30	l	D2	D1	1	lower	l	1					
Tess	f	young chimps	26	27/10/2018	18	3	Test	31	r	D2	D1	1	lower	r	1					
Tess	f	young chimps	26	27/10/2018	18	3	Test	32	l	D1	D2	1	lower	l	1					
Tess	f	young chimps	26	27/10/2018	18	3	Test	33	l	D2	D1	2	upper	l	1			1		
Tess	f	young chimps	26	27/10/2018	18	3	Test	34	r	D1	D2	2	upper	r	1					
Tess	f	young chimps	26	27/10/2018	18	3	Test	35	r	D2	D1	2	upper	r	1					
Tess	f	young chimps	26	27/10/2018	18	3	Test	36	l	D1	D2	1	upper	l	0		1	1	D1	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	1	l	D1	D2	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	2	r	D2	D1	1	lower	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	4	l	D2	D1	2	upper	l	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	6	l	D2	D1	2	lower	l	0		1		D2	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	7	r	D2	D1	2	upper	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	8	l	D1	D2	2	upper	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	10	r	D1	D2	1	upper	l	0		1	1	D1	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	11	r	D2	D1	1	upper	r	0		1		D1	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	12	l	D1	D2	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	13	r	D1	D2	1	lower	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	14	l	D2	D1	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	15	r	D2	D1	2	upper	r	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	16	l	D1	D2	2	upper	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	17	r	D1	D2	2	upper	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	18	l	D2	D1	1	lower	l	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	19	r	D2	D1	1	upper	r	0		1		D1	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	20	l	D1	D2	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	21	l	D2	D1	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	22	r	D1	D2	1	upper	l	0		1		D1	1
Roy	m	young chimps	11	27/10/2018	18	3	Test	23	r	D2	D1	1	lower	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	24	l	D1	D2	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	25	l	D2	D1	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	26	r	D1	D2	2	upper	r	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	27	r	D1	D2	2	upper	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	28	l	D2	D1	2	upper	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	29	r	D1	D2	1	lower	r	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	30	l	D2	D1	1	lower	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	31	r	D2	D1	1	lower	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	32	l	D1	D2	2	upper	l	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	33	l	D2	D1	2	upper	l	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	34	r	D1	D2	2	upper	r	1					
Roy	m	young chimps	11	27/10/2018	18	3	Test	35	r	D2	D1	1	lower	r	1			1		
Roy	m	young chimps	11	27/10/2018	18	3	Test	36	l	D1	D2	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	1	l	D1	D2	1	upper	r	0		1		D2	0
Chipie	f	young chimps	27	27/10/2018	18	3	Test	2	r	D2	D1	1	upper	r	0		1		D1	1
Chipie	f	young chimps	27	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	4	l	D2	D1	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	5	r	D1	D2	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	6	l	D2	D1	2	upper	r	0			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	7	r	D2	D1	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
Chipie	f	young chimps	27	27/10/2018	18	3	Test	9	l	D2	D1	2	lower	r	0		1		D1	0
Chipie	f	young chimps	27	27/10/2018	18	3	Test	10	r	D1	D2	2	lower	r	0		1		D2	1
Chipie	f	young chimps	27	27/10/2018	18	3	Test	11	r	D2	D1	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	12	l	D1	D2	2	upper	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	13	r	D1	D2	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	14	l	D2	D1	1	lower	l	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	15	r	D2	D1	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	16	l	D1	D2	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	17	r	D1	D2	2	upper	l	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	18	l	D2	D1	2	upper	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	19	r	D2	D1	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	20	l	D1	D2	1	lower	l	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	21	l	D2	D1	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	22	r	D1	D2	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	23	r	D2	D1	2	upper	r	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	24	l	D1	D2	2	upper	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	25	l	D1	D2	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	26	r	D2	D1	1	lower	r	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	27	r	D1	D2	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	28	l	D2	D1	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	29	r	D1	D2	2	upper	r	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	30	l	D2	D1	2	upper	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	31	r	D2	D1	2	upper	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	32	l	D1	D2	1	lower	l	1			1		
Chipie	f	young chimps	27	27/10/2018	18	3	Test	33	l	D2	D1	1	lower	l	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	34	r	D1	D2	1	lower	l	0					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	35	r	D2	D1	1	lower	r	1					
Chipie	f	young chimps	27	27/10/2018	18	3	Test	36	l	D1	D2	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	1	l	D1	D2	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	2	r	D2	D1	1	lower	l	0					
William	m	young chimps	18	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	4	l	D2	D1	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	5	r	D1	D2	1	lower	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	6	l	D2	D1	2	lower	l	0		1	1	D2	1
William	m	young chimps	18	27/10/2018	18	3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
William	m	young chimps	18	27/10/2018	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
William	m	young chimps	18	27/10/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	10	r	D1	D2	2	lower	l	0		1		D1	0
William	m	young chimps	18	27/10/2018	18	3	Test	11	r	D2	D1	2	upper	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	12	l	D1	D2	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	13	r	D1	D2	2	upper	l	0					
William	m	young chimps	18	27/10/2018	18	3	Test	14	l	D2	D1	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	15	r	D2	D1	2	upper	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	16	l	D1	D2	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	17	r	D1	D2	1	upper	l	0		1	1	D1	1
William	m	young chimps	18	27/10/2018	18	3	Test	18	l	D2	D1	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	19	r	D2	D1	1	upper	r	0		1		D1	1
William	m	young chimps	18	27/10/2018	18	3	Test	20	l	D1	D2	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	21	l	D2	D1	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	22	r	D1	D2	1	lower	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	23	r	D2	D1	2	upper	r	1			1		
William	m	young chimps	18	27/10/2018	18	3	Test	24	l	D1	D2	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	25	l	D1	D2	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	26	r	D2	D1	1	lower	r	1			1		
William	m	young chimps	18	27/10/2018	18	3	Test	27	r	D1	D2	1	lower	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	28	l	D2	D1	1	lower	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	29	r	D1	D2	2	upper	l	0			1		
William	m	young chimps	18	27/10/2018	18	3	Test	30	l	D2	D1	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	31	r	D2	D1	2	upper	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	32	l	D1	D2	2	lower	r	0		1		D2	1
William	m	young chimps	18	27/10/2018	18	3	Test	33	l	D2	D1	2	upper	l	1					
William	m	young chimps	18	27/10/2018	18	3	Test	34	r	D1	D2	2	upper	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	35	r	D2	D1	2	upper	r	1					
William	m	young chimps	18	27/10/2018	18	3	Test	36	l	D1	D2	1	lower	l	1			1		
Amizero	f	young chimps	29	27/10/2018	18	3	Test	1	l	D1	D2	1	lower	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	2	r	D2	D1	1	lower	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	4	l	D2	D1	2	lower	l	0		1	1	D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	5	r	D1	D2	2	lower	l	0		1		D1	0
Amizero	f	young chimps	29	27/10/2018	18	3	Test	6	l	D2	D1	2	lower	l	0		1		D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	7	r	D2	D1	2	upper	l	0					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	10	r	D1	D2	2	upper	l	0					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	11	r	D2	D1	2	upper	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	12	l	D1	D2	2	upper	r	0					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	13	r	D1	D2	2	upper	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	14	l	D2	D1	2	upper	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	15	r	D2	D1	2	upper	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	16	l	D1	D2	1	upper	l	0		1	1	D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	17	r	D1	D2	1	upper	l	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	18	l	D2	D1	1	upper	r	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	19	r	D2	D1	1	upper	r	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	20	l	D1	D2	1	upper	l	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	21	l	D2	D1	1	upper	r	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	22	r	D1	D2	1	upper	l	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	23	r	D2	D1	1	upper	r	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	24	l	D1	D2	1	upper	l	0		1		D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	25	l	D1	D2	1	lower	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	26	r	D2	D1	1	lower	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	27	r	D1	D2	1	lower	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	28	l	D2	D1	2	upper	l	1			1		
Amizero	f	young chimps	29	27/10/2018	18	3	Test	29	r	D1	D2	2	lower	r	0		1		D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	30	l	D2	D1	2	lower	l	0		1		D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	31	r	D2	D1	2	lower	l	0		1		D2	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	32	l	D1	D2	2	upper	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	33	l	D2	D1	2	upper	l	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	34	r	D1	D2	2	upper	r	1					
Amizero	f	young chimps	29	27/10/2018	18	3	Test	35	r	D2	D1	1	upper	r	0		1	1	D1	1
Amizero	f	young chimps	29	27/10/2018	18	3	Test	36	l	D1	D2	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	1	l	D1	D2	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	2	r	D2	D1	1	lower	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	4	l	D2	D1	2	upper	r	0			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	6	l	D2	D1	2	upper	r	0					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	8	l	D1	D2	2	upper	r	0					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	9	l	D2	D1	2	upper	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	10	r	D1	D2	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	11	r	D2	D1	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	12	l	D1	D2	1	lower	l	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	13	r	D1	D2	1	lower	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	14	l	D2	D1	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	15	l	D2	D1	2	upper	r	0			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	16	r	D1	D2	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	17	r	D1	D2	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	18	l	D2	D1	2	upper	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	19	r	D2	D1	1	lower	r	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	20	l	D1	D2	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	21	l	D2	D1	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	22	r	D1	D2	2	upper	r	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	23	r	D2	D1	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	24	l	D1	D2	2	upper	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	25	l	D1	D2	1	lower	l	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	26	r	D2	D1	1	lower	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	27	r	D1	D2	1	lower	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	28	l	D2	D1	2	upper	l	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	29	r	D1	D2	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	30	l	D2	D1	2	upper	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	31	r	D2	D1	1	lower	r	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	32	l	D1	D2	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	33	l	D2	D1	1	lower	l	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	34	r	D1	D2	2	upper	r	1			1		
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	35	r	D2	D1	2	upper	r	1					
Uruhara	m	young chimps	29	27/10/2018	18	3	Test	36	l	D1	D2	2	upper	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	1	l	D1	D2	1	upper	l	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	2	r	D2	D1	1	upper	r	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	3	r	D1	D2	1	upper	l	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	4	l	D2	D1	1	lower	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	5	r	D1	D2	1	upper	r	0		1		D2	0
Jane	f	young chimps	14	27/10/2018	18	3	Test	6	l	D2	D1	1	lower	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	7	r	D2	D1	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	8	l	D1	D2	1	lower	r	0					
Jane	f	young chimps	14	27/10/2018	18	3	Test	9	l	D2	D1	1	lower	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	10	r	D1	D2	1	upper	l	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	11	r	D2	D1	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	12	l	D1	D2	1	lower	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	13	r	D1	D2	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	14	l	D2	D1	2	lower	l	0		1	1	D2	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	15	l	D2	D1	2	lower	r	0		1		D1	0
Jane	f	young chimps	14	27/10/2018	18	3	Test	16	r	D1	D2	2	lower	r	0		1		D2	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	17	r	D1	D2	2	lower	r	0		1		D2	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	18	l	D2	D1	2	upper	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	19	r	D2	D1	2	lower	l	0		1		D2	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	20	l	D1	D2	2	upper	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	21	l	D2	D1	2	upper	l	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	22	r	D1	D2	1	upper	l	0		1	1	D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	23	r	D2	D1	1	upper	r	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	24	l	D1	D2	1	upper	l	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	25	l	D1	D2	1	upper	r	0		1		D2	0
Jane	f	young chimps	14	27/10/2018	18	3	Test	26	r	D2	D1	1	upper	r	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	27	r	D1	D2	1	upper	r	0		1		D2	0
Jane	f	young chimps	14	27/10/2018	18	3	Test	28	l	D2	D1	1	upper	r	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	29	r	D1	D2	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	30	l	D2	D1	1	upper	l	0		1		D2	0
Jane	f	young chimps	14	27/10/2018	18	3	Test	31	r	D2	D1	1	upper	r	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	32	l	D1	D2	1	upper	l	0		1		D1	1
Jane	f	young chimps	14	27/10/2018	18	3	Test	33	l	D2	D1	1	lower	r	0					
Jane	f	young chimps	14	27/10/2018	18	3	Test	34	r	D1	D2	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	35	r	D2	D1	1	lower	r	1					
Jane	f	young chimps	14	27/10/2018	18	3	Test	36	l	D1	D2	1	lower	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	1	l	D1	D2	1	lower	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	2	r	D2	D1	1	lower	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	3	r	D1	D2	1	lower	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	4	l	D2	D1	2	lower	l	0		1	1	D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	5	r	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	6	l	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	7	r	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	8	l	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	9	l	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	10	r	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	11	r	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	12	l	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	13	r	D1	D2	2	lower	l	0		1		D1	0
Manno	m	young chimps	5	27/10/2018	18	3	Test	14	l	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	15	r	D2	D1	2	lower	r	0		1		D1	0
Manno	m	young chimps	5	27/10/2018	18	3	Test	16	l	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	17	r	D1	D2	2	upper	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	18	l	D2	D1	2	upper	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	19	r	D2	D1	2	upper	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	20	l	D1	D2	1	lower	l	1			1		
Manno	m	young chimps	5	27/10/2018	18	3	Test	21	l	D2	D1	1	lower	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	22	r	D1	D2	1	lower	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	23	r	D2	D1	2	lower	l	0		1	1	D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	24	l	D1	D2	2	lower	r	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	25	l	D1	D2	2	upper	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	26	r	D2	D1	2	upper	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	27	r	D2	D1	2	lower	l	0		1		D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	28	l	D2	D1	2	upper	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	29	r	D1	D2	2	upper	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	30	l	D2	D1	2	upper	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	31	r	D2	D1	1	lower	r	1			1		
Manno	m	young chimps	5	27/10/2018	18	3	Test	32	l	D1	D2	1	lower	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	33	l	D2	D1	1	lower	l	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	34	r	D1	D2	2	lower	r	0		1	1	D2	1
Manno	m	young chimps	5	27/10/2018	18	3	Test	35	r	D2	D1	2	upper	r	1					
Manno	m	young chimps	5	27/10/2018	18	3	Test	36	l	D1	D2	2	upper	l	1					
Safari	m	old chimps	34	03/12/2018	16	1	Training01	1	l			1		l	1	stopped to approach platform within 5 min				
Safari	m	old chimps	34	04/12/2018	16	1	Training01	2	r			1		l	0	no response within 3 min; no response within 5 min on the 5th of December either. 				
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	1	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	2	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	3	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	4	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	5	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	6	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	7	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	8	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	9	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	10	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	11	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	12	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	13	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	14	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	15	l			1		r	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	16	l			1		l	1					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	17	r			1		l	0					
Oscar	m	old chimps	21	02/12/2018	16	1	Training01	18	l			1		l	1					
